암호화요양코드,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,좌표(X),좌표(Y)
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,경기도의료원의정부병원,11,종합병원,310000,경기,310800,의정부시,의정부동,11671,"경기도 의정부시 흥선로 142, (의정부동)",031-828-5000,http://www.medical.or.kr/_uj_gpmc,19860416,127.0425004,37.741161
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,경기도의료원파주병원,11,종합병원,310000,경기,312200,파주시,금촌동,10922,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",940-9100,http://www.medical.or.kr/_pj_gpmc,20070816,126.7801503,37.7550649
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,경기도의료원포천병원,11,종합병원,310000,경기,312800,포천시,신읍동,11142,"경기도 포천시 포천로 1648, (신읍동)",031-539-9114,http://www.pomc.or.kr,19870424,127.19828,37.9033163
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,경상남도마산의료원,11,종합병원,380000,경남,380702,창원마산합포구,중앙동3가,51736,"경상남도 창원시 마산합포구 3·15대로 231, (중앙동3가)",055-249-1000,http://www.mmc.or.kr,19840223,128.5655967,35.1992371
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz,경상북도김천의료원,11,종합병원,370000,경북,370300,김천시,모암동,39579,"경상북도 김천시 모암길 24,  (모암동)",054-432-8901,http://www.gcmc.or.kr,19660426,128.1264391,36.1227232
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,경상북도안동의료원,11,종합병원,370000,경북,370400,안동시,북문동,36694,"경상북도 안동시 태사2길 55,  (북문동)",054-850-6000,http://amc.or.kr,19810831,128.7321116,36.5682206
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,경상북도포항의료원,11,종합병원,370000,경북,370702,포항북구,용흥동,37688,"경상북도 포항시 북구 용흥로 36,  (용흥동)",054-247-0551,http://www.pmc.or.kr,19780727,129.3549409,36.0348814
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,경찰병원,11,종합병원,110000,서울,110018,송파구,가락동,5715,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",02-3400-1114,http://www.nph.go.kr,19710220,127.123509,37.4963836
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,계명대학교대구동산병원,11,종합병원,230000,대구,230006,대구중구,동산동,41931,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",053-250-8114,,20190329,128.5831323,35.8694728
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,곽병원,11,종합병원,230000,대구,230006,대구중구,수동,41919,"대구광역시 중구 국채보상로 531, (수동)",053-252-2401,http://www.kwakh.co.kr/,19760409,128.5885849,35.8710213
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,광명성애병원,11,종합병원,310000,경기,310100,광명시,철산동,14241,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",02-2680-7114,http://www.ksungae.co.kr/Index.asp,19831209,126.8713502,37.4736659
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,광양사랑병원,11,종합병원,360000,전남,360700,광양시,중동,57788,"전라남도 광양시 공영로 71,  (중동)",061-797-7000,http://www.gysarang.com/,20010430,127.6969657,34.9361846
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,광주기독병원,11,종합병원,240000,광주,240005,광주남구,양림동,61661,"광주광역시 남구 양림로 37,  (양림동)",062-650-5000,http://www.kch.or.kr,19830329,126.911875,35.136665
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,광주병원,11,종합병원,240000,광주,240002,광주북구,두암동,61171,"광주광역시 북구 면앙로139번길 51,  (두암동)",062-260-7100,,20010202,126.9281408,35.178903
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNzEjJDEjJDgjJDgz,광주보훈병원,11,종합병원,240000,광주,240004,광주광산구,산월동,62284,"광주광역시 광산구 첨단월봉로 99,  (산월동)",062-602-6114,http://gwangju.bohun.or.kr,19870326,126.849672,35.2079032
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,광주센트럴병원,11,종합병원,240000,광주,240004,광주광산구,신가동,62305,"광주광역시 광산구 수완로 6-0,  A,B,C동 (신가동)",062-950-9700,http://www.gwangjucentralhospital.co.kr/,20151014,126.8291069,35.1857756
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,광주수완병원,11,종합병원,240000,광주,240004,광주광산구,수완동,62247,"광주광역시 광산구 임방울대로 370,  (수완동)",062-958-1111,,20110103,126.8241888,35.193096
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,광주씨티병원,11,종합병원,240000,광주,240005,광주남구,진월동,61710,"광주광역시 남구 서문대로654번길 5,  (진월동)",062-460-7000,http://www.ct119.co.kr/,20050501,126.8994848,35.1177147
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,광주일곡병원,11,종합병원,240000,광주,240002,광주북구,일곡동,61040,"광주광역시 북구 양일로 309,  (일곡동)",062-608-7000,,20021213,126.8976135,35.2028543
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,광주한국병원,11,종합병원,240000,광주,240003,광주서구,쌍촌동,61967,"광주광역시 서구 월드컵4강로 223,  (쌍촌동)",062-380-3000,,19830418,126.8688164,35.1562166
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,광주현대병원,11,종합병원,240000,광주,240002,광주북구,용봉동,61063,"광주광역시 북구 설죽로 291,  (용봉동)",062-570-0114,,19980603,126.897925,35.185676
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,광주희망병원,11,종합병원,240000,광주,240002,광주북구,용두동,61019,"광주광역시 북구 하서로 429,  (용두동)",062-608-6000,,20070323,126.8747341,35.2134937
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,구로성심병원,11,종합병원,110000,서울,110005,구로구,고척동,8223,"서울특별시 구로구 경인로 427, 구로성심병원 (고척동)",02-2067-1500,,20000209,126.8664159,37.4996715
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,구미강동병원,11,종합병원,370000,경북,370200,구미시,진평동,39399,"경상북도 구미시 인동20길 46,  (진평동)",054-453-7575,http://www.gumigd.co.kr,20080324,128.4228695,36.096239
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,구포성심병원,11,종합병원,210000,부산,210005,부산북구,구포동,46581,"부산광역시 북구 낙동대로 1786, (구포동)",051-330-2001,,19830419,129.0047235,35.2097133
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,국군수도병원,11,종합병원,310000,경기,310403,성남분당구,율동,13574,"경기도 성남시 분당구 새마을로177번길 81, (율동)",031-725-6075,,20000226,127.1490674,37.3923789
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,국립암센터,11,종합병원,310000,경기,311903,고양일산동구,마두동,10408,"경기도 고양시 일산동구 일산로 323, (마두동)",031-920-0114,http://www.ncc.re.kr,20000908,126.7834097,37.6632301
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,국립중앙의료원,11,종합병원,110000,서울,110017,중구,을지로6가,4564,"서울특별시 중구 을지로 245, (을지로6가)",02-2260-7114,http://www.nmc.or.kr,20100402,127.005671,37.5672138
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,국민건강보험공단일산병원,11,종합병원,310000,경기,311903,고양일산동구,백석동,10444,"경기도 고양시 일산동구 일산로 100, (백석동,백석1동 1241외1필지 4층)",1577-0013,http://www.nhimc.or.kr,20000118,126.7930401,37.6454754
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,근로복지공단 대전병원,11,종합병원,250000,대전,250002,대전대덕구,법동,34384,"대전광역시 대덕구 계족로 637,  (법동)",042-670-5419,,19910422,127.4285488,36.3683976
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,근로복지공단 동해병원,11,종합병원,320000,강원,320200,동해시,평릉동,25738,"강원특별자치도 동해시 하평로 11, (평릉동)",033-530-3100,https://www.comwel.or.kr,19830125,129.106078,37.5321225
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjODEjJDEjJDYjJDgz,근로복지공단 순천병원,11,종합병원,360000,전남,360400,순천시,조례동,57947,"전라남도 순천시 조례1길 24, (조례동)",061-720-7575,www.kcomwel.or.kr/hospital/suncheon/,19850507,127.5249267,34.9611351
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,근로복지공단 창원병원,11,종합병원,380000,경남,380705,창원성산구,중앙동,51524,"경상남도 창원시 성산구 창원대로 721, (중앙동)",055-280-7619,http://www.kcomwel.or.kr/hospital/changwon/,19791126,128.6717512,35.2187539
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,근로복지공단 태백병원,11,종합병원,320000,강원,320600,태백시,장성동,26052,"강원특별자치도 태백시 보드미길 12, (장성동)",033-580-3114,http://www.kcomwel.or.kr/hospital/taebaek/index.jsp,19770501,129.0061811,37.1032031
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,근로복지공단안산병원,11,종합병원,310000,경기,311102,안산상록구,일동,15324,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",031-500-1114,http://www.kcomwel.or.kr/hospital/ansan/,19860101,126.874139,37.3167269
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,근로복지공단인천병원,11,종합병원,220000,인천,220003,인천부평구,구산동,0,"인천광역시 부평구 무네미로 446- , (구산동)",032-500-0114,,20141230,126.7536333,37.4767018
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,나사렛종합병원,11,종합병원,230000,대구,230007,대구달서구,진천동,42784,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",053-643-1400,,20200116,128.5250947,35.8147003
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,나주종합병원,11,종합병원,360000,전남,360200,나주시,성북동,58251,"전라남도 나주시 영산로 5419, 나주종합병원",061-330-6114,,19870624,126.7213975,35.0363159
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,남양주 한양병원,11,종합병원,310000,경기,311500,남양주시,오남읍,12048,"경기도 남양주시 오남읍 양지로 47-55, 47",031-510-0114,http://www.hyny.co.kr,20090303,127.2043933,37.6823474
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,노원을지대학교병원,11,종합병원,110000,서울,110022,노원구,하계동,1830,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",02-970-8000,http://www.eulji.or.kr/default.asp,19950114,127.0699355,37.6364794
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,녹색병원,11,종합병원,110000,서울,110019,중랑구,면목동,2221,"서울특별시 중랑구 사가정로49길 53, (면목동)",02-490-2000,http://www.greenhospital.co.kr/main.php,20030917,127.0860738,37.5835731
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,뉴대성병원,11,종합병원,310000,경기,310303,부천원미구,,14577,"경기도 부천시 원미구 부천로 91, ,부흥로373번길18, 부흥로377(기존디에스병원A동) (심곡동)",032-610-1111,,19840308,126.7841872,37.4925524
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,당진종합병원,11,종합병원,340000,충남,340900,당진시,시곡동,31764,"충청남도 당진시 반촌로 5-15,  (시곡동)",041-357-0100,,20110722,126.6844489,36.9044003
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,대구가톨릭대학교 칠곡가톨릭병원,11,종합병원,230000,대구,230003,대구북구,읍내동,41438,"대구광역시 북구 칠곡중앙대로 440, (읍내동)",053-320-2500,http://www.tcmcch.co.kr/,20020121,128.5493894,35.9348614
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,대구굿모닝병원,11,종합병원,230000,대구,230001,대구남구,대명동,42406,"대구광역시 남구 성당로 224, (대명동)",053-620-9100,,20030308,128.5740875,35.8530071
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,대구의료원,11,종합병원,230000,대구,230004,대구서구,중리동,41845,"대구광역시 서구 평리로 157, (중리동)",053-560-7575,http://www.daegumc.co.kr,19830228,128.540587,35.85964
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,대구파티마병원,11,종합병원,230000,대구,230002,대구동구,신암동,41199,"대구광역시 동구 아양로 99, (신암동)",053-1688-7770,http://www.fatima.or.kr,19620822,128.6244071,35.8842611
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,대동병원,11,종합병원,210000,부산,210003,부산동래구,명륜동,47737,"부산광역시 동래구 충렬대로 187, (명륜동)",051-554-1233,http://www.ddh.co.kr/,19800221,129.0802033,35.2042538
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,대림성모병원,11,종합병원,110000,서울,110013,영등포구,대림동,7442,"서울특별시 영등포구 시흥대로 657, (대림동, 대림성모병원)",02-829-9000,http://www.drh.co.kr,19740924,126.9072208,37.4906979
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,대아의료재단한도병원,11,종합병원,310000,경기,311101,안산단원구,선부동,15367,"경기도 안산시 단원구 선부광장로 103, (선부동)",031-8040-1114,http://www.handoh.com,20061013,126.8076223,37.3340586
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,대자인병원,11,종합병원,350000,전북,350402,전주덕진구,우아동3가,54910,"전라북도 전주시 덕진구 견훤로 390, (우아동3가)",063-240-2000,,20160107,127.1534707,35.8459659
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,대전보훈병원,11,종합병원,250000,대전,250002,대전대덕구,신탄진동,34314,"대전광역시 대덕구 대청로82번길 147, 147",042-939-0111,http://daejeon.bohun.or.kr,19971031,127.4396417,36.4473355
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,대전한국병원,11,종합병원,250000,대전,250004,대전동구,성남동,34572,"대전광역시 동구 동서대로 1672,  (성남동)",042-606-1000,,20040316,127.4358152,36.3482008
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,대진의료재단 분당제생병원,11,종합병원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로180번길 20, (서현동)",031-779-0114,http://www.dmc.or.kr,19980328,127.1217783,37.3882035
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,대청병원,11,종합병원,250000,대전,250003,대전서구,정림동,35403,"대전광역시 서구 계백로 1322, (정림동)",042-1899-6075,,20150226,127.3705716,36.3082388
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,더블유병원,11,종합병원,230000,대구,230007,대구달서구,감삼동,42642,"대구광역시 달서구 달구벌대로 1632, (감삼동)",053-550-5000,,20080912,128.5449481,35.8526313
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,동국대학교의과대학경주병원,11,종합병원,370000,경북,370100,경주시,석장동,38067,"경상북도 경주시 동대로 87,  (석장동)",054-748-9300,http://www.dumc.or.kr/index01.jsp,19910919,129.1966582,35.8583076
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,동국대학교일산불교병원,11,종합병원,310000,경기,311903,고양일산동구,식사동,10326,"경기도 고양시 일산동구 동국로 27, (식사동, 동국대학교일산병원)",031-1577-7000,http://www.dumc.or.kr/isom,20050531,126.8064233,37.6763969
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,동남권원자력의학원,11,종합병원,210000,부산,210100,부산기장군,장안읍,46033,"부산광역시 기장군 장안읍 좌동길 40, (장안읍)",051-720-5114,http://www.dirams.re.kr,20100414,129.2435492,35.3214002
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,동래봉생병원,11,종합병원,210000,부산,210003,부산동래구,안락동,47889,"부산광역시 동래구 안연로109번길 27, (안락동)",051-531-6000,http://www.bongseng.com/index.asp,19900601,129.0961356,35.1969224
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,동아병원,11,종합병원,240000,광주,240005,광주남구,백운동,61656,"광주광역시 남구 대남대로 238,  (백운동)",062-650-2500,,19950613,126.8999505,35.1348132
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,드림종합병원,11,종합병원,230000,대구,230001,대구남구,대명동,42474,"대구광역시 남구 대명로 153, (대명동)",053-640-8800,,20090102,128.5744911,35.8395584
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,메디인병원,11,종합병원,310000,경기,312200,파주시,금촌동,10913,"경기도 파주시 금릉역로 190, (금촌동)",031-943-1191,,20220329,126.766669,37.7610733
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,명주병원,11,종합병원,310000,경기,312003,용인처인구,김량장동,17050,"경기도 용인시 처인구 금령로39번길 8-6, (김량장동)",1522-8119,,20220603,127.2010803,37.2353957
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,명지성모병원,11,종합병원,110000,서울,110013,영등포구,대림동,7417,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",02-1899-1475,http://www.myongji-sm.co.kr/,19840807,126.8992626,37.4938623
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,목포기독병원,11,종합병원,360000,전남,360300,목포시,상동,58666,"전라남도 목포시 백년대로 303, (상동)",061-280-7500,http://www.mch.co.kr,19970331,126.4206,34.8045333
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,목포시의료원,11,종합병원,360000,전남,360300,목포시,용해동,58701,"전라남도 목포시 이로로 18,  (용해동)",061-260-6500,http://www.mokpomc.or.kr,19921201,126.4053627,34.8039839
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,목포한국병원,11,종합병원,360000,전남,360300,목포시,상동,58643,"전라남도 목포시 영산로 483,  (상동)",061-270-5800,http://www.hank.co.kr,19960510,126.4162693,34.809382
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,미래로21병원,11,종합병원,240000,광주,240003,광주서구,화정동,62045,"광주광역시 서구 화운로 1,  (화정동)",062-450-1000,,20040305,126.8852856,35.141033
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,미즈메디병원,11,종합병원,110000,서울,110003,강서구,내발산동,7639,"서울특별시 강서구 강서로 295, (내발산동)",02-2007-1000,https://www.mizmedi.com/,20000124,126.8359357,37.5522178
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,베데스다복음병원,11,종합병원,380000,경남,381100,양산시,신기동,50576,"경상남도 양산시 신기로 28, (신기동)",055-384-9901,http://www.bdsh.co.kr,19960513,129.0435924,35.3532447
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,부민병원,11,종합병원,110000,서울,110003,강서구,등촌동,7590,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",1577-7582,http://www.bumin.co.kr/seoul,20110414,126.8509273,37.556866
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz,부산광역시의료원,11,종합병원,210000,부산,210013,부산연제구,거제동,47527,"부산광역시 연제구 월드컵대로 359, (거제동, 1동, 5동일부)",051-507-3000,http://www.busanmc.or.kr,19820630,129.0592351,35.1872822
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz,부산성모병원(재단법인 천주교부산교구유지재단),11,종합병원,210000,부산,210001,부산남구,용호동,48575,"부산광역시 남구 용호로232번길 25-14, (용호동)",051-933-7114,http://bsm.or.kr,20060602,129.109125,35.1104571
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,부안성모병원,11,종합병원,350000,전북,350005,부안군,부안읍,56313,"전라북도 부안군 부안읍 오정2길 24, (부안읍)",063-581-5100,,20071231,126.7345709,35.7248401
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부천세종병원,11,종합병원,310000,경기,310301,부천소사구,,14754,"경기도 부천시 소사구 호현로489번길 28, (소사본동, 세종병원)",1599-6677,http://www.sejongh.co.kr,19820820,126.7913172,37.4809662
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,부천우리병원,11,종합병원,310000,경기,310302,부천오정구,,14466,"경기도 부천시 오정구 소사로 726, 지하4층~지상5층 (원종동)",032-672-4100,,20070416,126.8052027,37.5208668
