암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,좌표(X),좌표(Y)
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,맘존여성병원,21,병원,370000,경북,370100,경주시,성동동,38139,"경상북도 경주시 원화로 315, 315",054-743-6688,http://,20070401,129.216825,35.8488987
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNjEjJDEjJDQjJDgz,매듭병원,21,병원,310000,경기,310604,수원영통구,망포동,16687,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",1800-9909,,20220930,127.0535389,37.2389192
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,메가병원,21,병원,380000,경남,380100,김해시,대청동,51004,"경상남도 김해시 계동로 237, (대청동)",055-903-9000,,20130318,128.8038855,35.1913311
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,메드렉스병원,21,병원,110000,서울,110001,강남구,논현동,6046,"서울특별시 강남구 논현로 705, 메드렉스병원 (논현동)",02-6011-6000,,20080626,127.0299828,37.5148973
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,메드윌병원,21,병원,210000,부산,210011,부산금정구,구서동,46229,"부산광역시 금정구 중앙대로 1951, (구서동, 메드월병원)",051-519-8000,http://www.medwill.co.kr,20090827,129.0909617,35.2585111
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,메디아이여성병원,21,병원,110000,서울,110022,노원구,상계동,1696,"서울특별시 노원구 노원로 448, 메디아여성병원 (상계동)",02-936-2122,http://www.medi-i.com/index.asp?,20060621,127.067062,37.6564674
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,메디힐병원,21,병원,110000,서울,110020,양천구,신월동,7905,"서울특별시 양천구 남부순환로 331, (신월동, 메디힐병원)",02-2604-7551,http://www.mediheal.co.kr,20010402,126.8278769,37.5372174
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,메트로병원,21,병원,380000,경남,380704,창원의창구,중동,51370,"경상남도 창원시 의창구 평산로219번길 3, (서상동)",055-259-7700,http://www.metrohosp.com,20080908,128.6258107,35.2608496
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,메트로적추병원,21,병원,210000,부산,210014,부산수영구,남천동,48311,"부산광역시 수영구 수영로 390-1, (남천동)",051-626-0250,http://www.disc-korea.com/,20090519,129.1075375,35.141148
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,명지아동병원,21,병원,210000,부산,210012,부산강서구,명지동,46726,"부산광역시 강서구 명지국제8로 240, 402,501,601호 (명지동, 국제메디칼빌딩)",051-717-0230,,20160627,128.9188877,35.0978297
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDQjJDgz,모두가행복한연세병원,21,병원,110000,서울,110001,강남구,논현동,6055,"서울특별시 강남구 선릉로 751, 카로시티Ⅲ 지하1층, 지상1층~7층 (논현동)",02-1600-2959,,20230927,127.0392399,37.5217105
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,모두병원,21,병원,220000,인천,220006,인천남동구,논현동,21667,"인천광역시 남동구 논고개로 88, 외 논고개로90 3층호 (논현동, 지하1층전부,1층일부,2,3,4,5,6,7층전부)",1588-0255,http://www.moduhosp.co.kr,20130104,126.7260052,37.3995689
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,모란여성병원,21,병원,380000,경남,380705,창원성산구,상남동,51503,"경상남도 창원시 성산구 마디미서로 56, (상남동, 2,3,4,5,6,7,10층)",055-253-3555,http://www.moranhosp.co.kr,20090408,128.6806996,35.2206324
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,모아산부인과병원,21,병원,240000,광주,240005,광주남구,백운동,61660,"광주광역시 남구 백양로 13, (백운동, 모아산부인과)",062-670-7700,,20130228,126.903468,35.1339675
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz,목동제일여성병원,21,병원,110000,서울,110020,양천구,신정동,8019,"서울특별시 양천구 중앙로 300, (신정동)",02-6927-3646,,20180530,126.8518725,37.5230563
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNTEjJDEjJDIjJDgz,목포미래병원,21,병원,360000,전남,360300,목포시,,58606,"전라남도 목포시 녹색로 41, (석현동)",061-800-1000,http://www.mkmirae.co.kr,20080802,126.4270375,34.82305
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,목포미즈아이병원,21,병원,360000,전남,360300,목포시,옥암동,58684,"전라남도 목포시 백년대로 418,  (옥암동)",061-260-8000,,20070323,126.432175,34.8088583
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,목포신세계병원,21,병원,360000,전남,360300,목포시,상동,58697,"전라남도 목포시 백년대로 258-0,  (상동)",061-274-9000,,20230210,126.4167393,34.8016464
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,목포아동병원,21,병원,360000,전남,360300,목포시,상동,58658,"전라남도 목포시 옥암로 149, (상동)",061-801-8001,,20081201,126.4231626,34.8117017
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,목포예향병원,21,병원,360000,전남,360300,목포시,산정동,58737,"전라남도 목포시 삼학로223번길 38,  (산정동)",061-245-0575,,20110719,126.402574,34.7911852
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,목포장문외과병원,21,병원,360000,전남,360300,목포시,상동,58690,"전라남도 목포시 백년대로 322, (상동)",061-284-0975,,20031001,126.4227425,34.8046237
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,목포한사랑병원,21,병원,360000,전남,360300,목포시,상동,58664,"전라남도 목포시 백년대로 335,  (상동)",061-280-5500,hanlove.kr/,20030303,126.42365,34.80585
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,목포현대병원,21,병원,360000,전남,360300,목포시,용해동,58614,"전라남도 목포시 용당로 322-1,  (용해동)",061-272-7588,,20170502,126.4010345,34.8156733
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDgjJDgz,무룹병원,21,병원,380000,경남,380702,창원마산합포구,중앙동3가,51264,"경상남도 창원시 마산합포구 3·15대로 243-243, (중앙동3가, 무룹병원)",055-246-7300,,20070509,128.5670765,35.2000088
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz,무지개병원,21,병원,240000,광주,240003,광주서구,양동,61924,"광주광역시 서구 경열로 122, 1-6층 (양동)",062-366-0600,,20070105,126.8989732,35.1526573
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,무지개아동병원,21,병원,230000,대구,230003,대구북구,침산동,41560,"대구광역시 북구 침산로 138, (침산동, 명성프라임)",053-356-7001,http://www.rainbow365.net,20130909,128.5918283,35.8887489
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQxMyQyNjEwMDIjNzEjJDEjJDgjJDgz,무척조은병원,21,병원,310000,경기,312200,파주시,문산읍,10816,"경기도 파주시 문산읍 방촌로 1675-20, (문산읍)",954-1400,,20120302,126.7809732,37.8639851
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,문산중앙병원,21,병원,310000,경기,312200,파주시,문산읍,10823,"경기도 파주시 문산읍 문향로39번길 53, 문산중앙병원",950-9000,http://mjhs.co.kr,20080204,126.78325,37.8542481
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,문성병원,21,병원,230000,대구,230001,대구남구,대명동,42459,"대구광역시 남구 성당로 168, 문성병원 (대명동)",053-659-7000,http://www.munsung.co.kr/,19980930,128.570425,35.8487654
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,문영래 정형외과병원,21,병원,240000,광주,240003,광주서구,쌍촌동,61991,"광주광역시 서구 운천로 148, 2,3,5층 (쌍촌동)",062-606-8275,,20190724,126.8573393,35.1458428
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,미라클 병원,21,병원,310000,경기,310403,성남분당구,야탑동,13505,"경기도 성남시 분당구 매화로 39, 광명조합상가 2~5층 (야탑동)",031-706-5000,,20230925,127.1335429,37.4110844
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjODEjJDEjJDIjJDgz,미래드림여성병원,21,병원,110000,서울,110004,관악구,봉천동,8758,"서울특별시 관악구 남부순환로 1785, (봉천동)",02-886-5551,www.miraedream.org/,19950520,126.9486559,37.4820463
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,미래로병원,21,병원,210000,부산,210005,부산북구,덕천동,46544,"부산광역시 북구 금곡대로 15, (덕천동)",051-330-5000,http://www.mrro.co.kr,20060601,129.004449,35.2113115
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,미래병원,21,병원,210000,부산,210003,부산동래구,안락동,47889,"부산광역시 동래구 충렬대로 358, (안락동)",051-523-3200,http://www.miraehos.co.kr,20090114,129.0975758,35.1977612
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,미래병원,21,병원,230000,대구,230003,대구북구,대현동,41576,"대구광역시 북구 신암로 55, 6~10층 (대현동)",053-259-8800,,20220510,128.6066129,35.8775542
JDQ4MTg4MSM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz,미래본병원,21,병원,110000,서울,110018,송파구,신천동,5510,"서울특별시 송파구 송파대로 562, 2,3,8층 (신천동, 한빛프라자,삼성웰리스아파트)",02-1899-5230,,20140206,127.0995242,37.5153483
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,미래아동병원,21,병원,240000,광주,240005,광주남구,주월동,61665,"광주광역시 남구 대남대로 131, 광주광역시 남구 대남대로 131 (봉선동)",062-600-2500,http://www.miraehosp.co.kr,20001207,126.910708,35.1336818
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNjEjJDEjJDAjJDgz,미래아이병원,21,병원,210000,부산,210010,부산사하구,하단동,49426,"부산광역시 사하구 낙동남로 1388, (하단동)",051-200-9999,www.miraeihospital.kr/,20090212,128.9634824,35.1058718
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,미래어린이병원,21,병원,210000,부산,210015,부산사상구,엄궁동,47035,"부산광역시 사상구 낙동대로 790, 3,4,7층(엄궁동,신우프라자) (엄궁동)",051-313-1717,,20110302,128.972435,35.1310308
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,미래여성병원,21,병원,210000,부산,210004,부산진구,개금동,47268,"부산광역시 부산진구 가야대로 459, 지하2~지상10층 (개금동)",051-890-9999,,20140210,129.0223781,35.153604
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,미래여성병원,21,병원,230000,대구,230007,대구달서구,죽전동,42633,"대구광역시 달서구 와룡로 207-207, (죽전동)",053-608-7000,http://www.miraemom.co.kr,20011015,128.5368004,35.85117
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz,미래한국병원,21,병원,340000,충남,340500,아산시,모종동,31526,"충청남도 아산시 번영로230번길 13, (모종동)",041-545-6114,,20040604,127.0161428,36.7830015
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,미르아이병원,21,병원,380000,경남,380900,밀양시,삼문동,50438,"경상남도 밀양시 미리벌중앙로 67, 2~4층 (삼문동)",055-716-1275,,20150624,128.7484543,35.4837441
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,미르피아여성병원,21,병원,350000,전북,350401,전주완산구,효자동2가,55065,"전라북도 전주시 완산구 쑥고개로 343, (효자동2가)",063-211-1004,http://www.mir-pia.com,20130429,127.1027237,35.8032825
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz,미병원,21,병원,110000,서울,110001,강남구,신사동,6024,"서울특별시 강남구 논현로168길 35, 목산빌딩, 지하2층, 3~5층 (신사동)",02-541-7222,http://www.meehospital.com,20071217,127.0312234,37.5234744
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjE0ODEjODEjJDEjJDIjJDgz,미사튼튼병원,21,병원,310000,경기,311300,하남시,망월동,12913,"경기도 하남시 미사강변동로 73, 미사강변 노블레스 7~8층 (망월동)",1588-7562,,20171124,127.1930378,37.5615554
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,미성의료재단 아름다운병원,21,병원,320000,강원,320013,홍천군,홍천읍,25139,"강원특별자치도 홍천군 홍천읍 홍천로 342-10, 342",033-430-9999,,20090701,127.8831925,37.6881194
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,미소래병원,21,병원,310000,경기,312200,파주시,금촌동,10924,"경기도 파주시 금정7길 29, 미소래병원 (금촌동)",031-946-0202,,20120301,126.7747198,37.7572546
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjODEjJDEjJDYjJDgz,미소안재활병원,21,병원,380000,경남,380701,창원마산회원구,합성동,51209,"경상남도 창원시 마산회원구 3·15대로 775, (합성동, 합성메디칼센타)",055-299-7510,,20081205,128.5840827,35.2409671
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,미즈여성병원,21,병원,250000,대전,250003,대전서구,탄방동,35262,"대전광역시 서구 문정로2번길 95,  (탄방동)",042-483-3575,,20061101,127.3854545,36.3433028
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz,미즈여성아동병원,21,병원,360000,전남,360400,순천시,조례동,57947,"전라남도 순천시 조례1길 10-26,  (조례동)",061-720-8022,,20110603,127.5222126,34.9599395
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,미즈제일여성병원,21,병원,250000,대전,250001,대전유성구,봉명동,34188,"대전광역시 유성구 계룡로 126-0,  1~6층 (봉명동)",042-821-0000,,20171023,127.344198,36.352516
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE0ODEjNDEjJDEjJDgjJDgz,미즈피아병원,21,병원,240000,광주,240003,광주서구,치평동,61963,"광주광역시 서구 시청로 17, (치평동)",062-380-2000,,20081101,126.851155,35.1500559
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,미추홀병원,21,병원,220000,인천,220006,인천남동구,구월동,21555,"인천광역시 남동구 남동대로799번길 25, (구월동)",032-430-6200,,20080225,126.7064997,37.4537458
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,민병원,21,병원,110000,서울,110024,강북구,미아동,1171,"서울특별시 강북구 도봉로 155, 서울민병원 (미아동)",02-982-3114,http://minhospital.co.kr,20080414,127.0272803,37.6226164
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz,민정형외과병원,21,병원,310000,경기,310701,안양만안구,안양동,13988,"경기도 안양시 만안구 안양로 375, 유연빌딩(지하1층~6층) (안양동)",031-469-1007,,20180618,126.9163672,37.4044536
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,민트병원,21,병원,110000,서울,110018,송파구,문정동,5836,"서울특별시 송파구 정의로8길 7, 한스빌딩 1~4층 (문정동)",02-2088-3000,,20170131,127.1159205,37.4862139
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNTEjJDEjJDYjJDgz,믿음병원,21,병원,350000,전북,350600,김제시,신풍동,54404,"전라북도 김제시 금성로 90-0,  (신풍동)",063-543-5119,,20181116,126.9000338,35.7991324
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,밀양병원,21,병원,380000,경남,380900,밀양시,삼문동,50434,"경상남도 밀양시 밀양대로 1823, (삼문동)",055-351-3993,http://my-hospital.co.kr,20071017,128.7486481,35.4871692
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,바로병원,21,병원,220000,인천,220001,인천미추홀구,주안동,22228,"인천광역시 미추홀구 인주대로 458, 승현빌딩 지1,2~11층 (주안동)",1544-7800,,20210503,126.6875736,37.4505351
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,바로본병원,21,병원,310000,경기,310602,수원장안구,송죽동,16305,"경기도 수원시 장안구 경수대로 937, (송죽동)",031-251-8575,http://barobone.net/,20120917,127.0075372,37.302217
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,바로서면병원,21,병원,210000,부산,210004,부산진구,부전동,47251,"부산광역시 부산진구 중앙대로 777, 4,6,7층 (부전동)",051-711-8540,,20230605,129.0618849,35.1618574
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,바로선병원,21,병원,110000,서울,110006,도봉구,창동,1397,"서울특별시 도봉구 도봉로 628, (창동, 바로선병원)",02-1666-5853,http://www.barosun.net,20050516,127.0421237,37.6603375
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEyMjIjODEjJDEjJDYjJDgz,바로세움병원,21,병원,250000,대전,250001,대전유성구,봉명동,34189,"대전광역시 유성구 계룡로 142, 4~8층 (봉명동)",042-489-8888,http://www.baroseumspine.com,20091204,127.3461898,36.3519846
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,바로웰병원,21,병원,310000,경기,312002,용인수지구,죽전동,16872,"경기도 용인시 수지구 현암로 72, 지하1층~4층 (죽전동)",031-266-8005,,20231006,127.1172147,37.3312587
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjNDEjJDEjJDQjJDgz,바르다임병원,21,병원,310000,경기,312500,화성시,목동,18490,"경기도 화성시 동탄신리천로 408, M메디컬프라자 4,5,6층 (목동)",031-8058-0123,,20210225,127.1234931,37.1821079
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz,바른길병원,21,병원,210000,부산,210009,부산해운대구,반여동,48035,"부산광역시 해운대구 선수촌로 144, (반여동)",051-525-0058,,20080717,129.1217477,35.2059254
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,바른마디병원,21,병원,310000,경기,310402,성남중원구,금광동,13182,"경기도 성남시 중원구 광명로 330, (금광동)",031-735-9110,,20131202,127.1625749,37.4452633
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,바른병원,21,병원,210000,부산,210006,부산서구,충무동1가,49247,"부산광역시 서구 보수대로 9, 4~12층 (충무동1가)",247-0119,,20150908,129.0249139,35.0976617
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,바른병원,21,병원,310000,경기,312100,이천시,진리동,17381,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",630-0300,http://www.barunhospital.com,20030103,127.4503296,37.2737407
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,바른병원,21,병원,380000,경남,380705,창원성산구,대원동,51409,"경상남도 창원시 성산구 창원천로94번길 82-18, 푸른요양병원(A동) (대원동)",055-270-8802,,20230406,128.6584382,35.2372428
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,바른본병원,21,병원,110000,서울,110023,광진구,능동,4987,"서울특별시 광진구 천호대로 630, (능동)",02-1577-9844,http://www.barunbone.co.kr,20111226,127.0871436,37.5537921
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,바른사랑병원,21,병원,110000,서울,110004,관악구,신림동,8776,"서울특별시 관악구 신원로 35, 삼모 더 프라임 타워 3,7층 (신림동)",02-878-8875,,20201222,126.9290563,37.4823204
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,바른생각병원,21,병원,250000,대전,250003,대전서구,월평동,35220,"대전광역시 서구 청사로 128, (월평동)",042-337-0001,,20170428,127.3778676,36.3594533
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,바른세상병원,21,병원,310000,경기,310403,성남분당구,야탑동,13497,"경기도 성남시 분당구 야탑로75번길 5, 중앙빌딩 지1~5층 (야탑동)",031-703-5575,http://www.barunsesang.co.kr,20060201,127.1268211,37.4103088
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,바른유병원,21,병원,370000,경북,370200,구미시,원평동,39219,"경상북도 구미시 역전로 28,  (원평동)",054-457-8676,,20170426,128.3326958,36.1310285
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,바른재활의학과병원,21,병원,370000,경북,370900,상주시,무양동,37183,"경상북도 상주시 삼백로 66, (무양동)",054-531-0005,,20170605,128.1504108,36.4181528
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,박원욱병원,21,병원,210000,부산,210014,부산수영구,광안동,48298,"부산광역시 수영구 광안로 4, 지하1층,지상5~8층 (광안동, 에스케이뷰상가)",1544-7582,http://www.parkspine.co.kr,20111214,129.1133756,35.1569388
